treatment,manager_slot,decision_number,pair_id,worker_1_is_a,assignment_seed
performance_and_help,3,6,427,1,20260714
performance_and_help,3,7,541,1,20260714
performance_and_help,3,8,510,1,20260714
performance_and_help,3,9,355,1,20260714
performance_and_help,3,10,61,1,20260714
performance_and_help,3,11,195,0,20260714
performance_and_help,3,12,648,0,20260714
performance_and_help,3,13,476,1,20260714
performance_and_help,3,14,166,0,20260714
performance_and_help,3,15,203,0,20260714
performance_and_help,3,16,273,1,20260714
performance_and_help,3,17,576,1,20260714
performance_and_help,3,18,242,0,20260714
performance_and_help,3,19,637,1,20260714
performance_and_help,3,20,489,1,20260714
performance_and_help,3,21,488,1,20260714
performance_and_help,3,22,280,1,20260714
performance_and_help,3,23,150,1,20260714
performance_and_help,3,24,60,1,20260714
performance_and_help,3,25,595,0,20260714
performance_and_help,4,1,241,0,20260714
performance_and_help,4,2,558,1,20260714
performance_and_help,4,3,633,0,20260714
performance_and_help,4,4,437,1,20260714
performance_and_help,4,5,680,1,20260714
performance_and_help,4,6,676,1,20260714
performance_and_help,4,7,666,0,20260714
performance_and_help,4,8,627,1,20260714
performance_and_help,4,9,162,1,20260714
performance_and_help,4,10,591,0,20260714
performance_and_help,4,11,523,0,20260714
performance_and_help,4,12,440,0,20260714
performance_and_help,4,13,311,0,20260714
performance_and_help,4,14,110,0,20260714
performance_and_help,4,15,693,0,20260714
performance_and_help,4,16,375,0,20260714
performance_and_help,4,17,364,1,20260714
performance_and_help,4,18,278,1,20260714
performance_and_help,4,19,172,1,20260714
performance_and_help,4,20,103,0,20260714
performance_and_help,4,21,127,0,20260714
performance_and_help,4,22,218,0,20260714
performance_and_help,4,23,645,1,20260714
performance_and_help,4,24,234,1,20260714
performance_and_help,4,25,33,0,20260714
performance_and_help,5,1,624,0,20260714
performance_and_help,5,2,295,1,20260714
performance_and_help,5,3,404,1,20260714
performance_and_help,5,4,344,1,20260714
performance_and_help,5,5,567,0,20260714
performance_and_help,5,6,21,1,20260714
performance_and_help,5,7,202,1,20260714
performance_and_help,5,8,463,1,20260714
performance_and_help,5,9,132,0,20260714
performance_and_help,5,10,649,1,20260714
performance_and_help,5,11,443,0,20260714
performance_and_help,5,12,290,0,20260714
performance_and_help,5,13,225,0,20260714
performance_and_help,5,14,679,1,20260714
performance_and_help,5,15,503,0,20260714
performance_and_help,5,16,554,1,20260714
performance_and_help,5,17,263,0,20260714
performance_and_help,5,18,667,0,20260714
performance_and_help,5,19,664,1,20260714
performance_and_help,5,20,458,0,20260714
performance_and_help,5,21,214,1,20260714
performance_and_help,5,22,14,1,20260714
performance_and_help,5,23,164,1,20260714
performance_and_help,5,24,531,1,20260714
performance_and_help,5,25,157,0,20260714
performance_and_help,6,1,571,1,20260714
performance_and_help,6,2,322,0,20260714
performance_and_help,6,3,535,1,20260714
performance_and_help,6,4,663,0,20260714
performance_and_help,6,5,44,0,20260714
performance_and_help,6,6,383,1,20260714
performance_and_help,6,7,469,1,20260714
performance_and_help,6,8,455,0,20260714
performance_and_help,6,9,326,0,20260714
performance_and_help,6,10,144,1,20260714
performance_and_help,6,11,204,0,20260714
performance_and_help,6,12,478,1,20260714
performance_and_help,6,13,53,1,20260714
performance_and_help,6,14,613,0,20260714
performance_and_help,6,15,579,1,20260714
performance_and_help,6,16,690,1,20260714
performance_and_help,6,17,56,0,20260714
performance_and_help,6,18,186,1,20260714
performance_and_help,6,19,83,1,20260714
performance_and_help,6,20,557,1,20260714
performance_and_help,6,21,168,0,20260714
performance_and_help,6,22,324,1,20260714
performance_and_help,6,23,353,1,20260714
performance_and_help,6,24,161,1,20260714
performance_and_help,6,25,170,0,20260714
performance_and_help,7,1,493,1,20260714
performance_and_help,7,2,220,1,20260714
performance_and_help,7,3,590,1,20260714
performance_and_help,7,4,64,0,20260714
performance_and_help,7,5,474,0,20260714
performance_and_help,7,6,339,0,20260714
performance_and_help,7,7,228,1,20260714
performance_and_help,7,8,502,0,20260714
performance_and_help,7,9,610,0,20260714
performance_and_help,7,10,450,1,20260714
performance_and_help,7,11,35,1,20260714
performance_and_help,7,12,386,0,20260714
performance_and_help,7,13,216,0,20260714
performance_and_help,7,14,137,0,20260714
performance_and_help,7,15,212,1,20260714
performance_and_help,7,16,421,0,20260714
performance_and_help,7,17,5,0,20260714
performance_and_help,7,18,587,1,20260714
performance_and_help,7,19,599,0,20260714
performance_and_help,7,20,574,0,20260714
performance_and_help,7,21,632,0,20260714
performance_and_help,7,22,614,0,20260714
performance_and_help,7,23,230,0,20260714
performance_and_help,7,24,268,1,20260714
performance_and_help,7,25,673,1,20260714
performance_and_help,8,1,454,1,20260714
performance_and_help,8,2,173,1,20260714
performance_and_help,8,3,507,1,20260714
performance_and_help,8,4,452,0,20260714
performance_and_help,8,5,8,1,20260714
performance_and_help,8,6,365,1,20260714
performance_and_help,8,7,121,0,20260714
performance_and_help,8,8,77,1,20260714
performance_and_help,8,9,695,0,20260714
performance_and_help,8,10,687,1,20260714
performance_and_help,8,11,596,1,20260714
performance_and_help,8,12,460,0,20260714
performance_and_help,8,13,363,1,20260714
performance_and_help,8,14,321,1,20260714
performance_and_help,8,15,153,1,20260714
performance_and_help,8,16,288,1,20260714
performance_and_help,8,17,86,1,20260714
performance_and_help,8,18,209,1,20260714
performance_and_help,8,19,603,0,20260714
performance_and_help,8,20,267,0,20260714
performance_and_help,8,21,314,1,20260714
performance_and_help,8,22,699,1,20260714
performance_and_help,8,23,122,1,20260714
performance_and_help,8,24,178,0,20260714
performance_and_help,8,25,553,1,20260714
performance_and_help,9,1,441,0,20260714
performance_and_help,9,2,119,0,20260714
performance_and_help,9,3,87,0,20260714
performance_and_help,9,4,636,0,20260714
performance_and_help,9,5,442,1,20260714
performance_and_help,9,6,682,0,20260714
performance_and_help,9,7,602,0,20260714
performance_and_help,9,8,605,1,20260714
performance_and_help,9,9,154,1,20260714
performance_and_help,9,10,12,0,20260714
performance_and_help,9,11,189,1,20260714
performance_and_help,9,12,159,0,20260714
performance_and_help,9,13,515,0,20260714
performance_and_help,9,14,371,0,20260714
performance_and_help,9,15,629,1,20260714
performance_and_help,9,16,37,0,20260714
performance_and_help,9,17,683,1,20260714
performance_and_help,9,18,272,1,20260714
performance_and_help,9,19,546,0,20260714
performance_and_help,9,20,461,0,20260714
performance_and_help,9,21,155,0,20260714
performance_and_help,9,22,361,1,20260714
performance_and_help,9,23,686,1,20260714
performance_and_help,9,24,376,1,20260714
performance_and_help,9,25,639,0,20260714
performance_and_help,10,1,525,1,20260714
performance_and_help,10,2,297,1,20260714
performance_and_help,10,3,654,0,20260714
performance_and_help,10,4,640,1,20260714
performance_and_help,10,5,672,1,20260714
performance_and_help,10,6,608,1,20260714
performance_and_help,10,7,379,0,20260714
performance_and_help,10,8,210,0,20260714
performance_and_help,10,9,631,0,20260714
performance_and_help,10,10,128,1,20260714
performance_and_help,10,11,305,0,20260714
performance_and_help,10,12,98,0,20260714
performance_and_help,10,13,235,0,20260714
performance_and_help,10,14,685,1,20260714
performance_and_help,10,15,59,0,20260714
performance_and_help,10,16,259,1,20260714
performance_and_help,10,17,249,0,20260714
performance_and_help,10,18,3,0,20260714
performance_and_help,10,19,662,0,20260714
performance_and_help,10,20,247,1,20260714
performance_and_help,10,21,544,1,20260714
performance_and_help,10,22,419,1,20260714
performance_and_help,10,23,287,0,20260714
performance_and_help,10,24,586,0,20260714
performance_and_help,10,25,487,1,20260714
performance_and_help,11,1,349,1,20260714
performance_and_help,11,2,393,1,20260714
performance_and_help,11,3,402,1,20260714
performance_and_help,11,4,497,1,20260714
performance_and_help,11,5,254,1,20260714
performance_and_help,11,6,26,0,20260714
performance_and_help,11,7,481,0,20260714
performance_and_help,11,8,511,0,20260714
performance_and_help,11,9,223,0,20260714
performance_and_help,11,10,370,1,20260714
performance_and_help,11,11,652,0,20260714
performance_and_help,11,12,378,0,20260714
performance_and_help,11,13,190,0,20260714
performance_and_help,11,14,500,0,20260714
performance_and_help,11,15,536,0,20260714
performance_and_help,11,16,671,0,20260714
performance_and_help,11,17,362,1,20260714
performance_and_help,11,18,456,0,20260714
performance_and_help,11,19,467,0,20260714
performance_and_help,11,20,207,0,20260714
performance_and_help,11,21,325,1,20260714
performance_and_help,11,22,130,1,20260714
performance_and_help,11,23,185,0,20260714
performance_and_help,11,24,15,0,20260714
performance_and_help,11,25,357,1,20260714
performance_and_help,12,1,471,0,20260714
performance_and_help,12,2,48,1,20260714
performance_and_help,12,3,285,1,20260714
performance_and_help,12,4,99,1,20260714
performance_and_help,12,5,296,0,20260714
performance_and_help,12,6,292,1,20260714
performance_and_help,12,7,555,1,20260714
performance_and_help,12,8,597,1,20260714
performance_and_help,12,9,465,1,20260714
performance_and_help,12,10,163,0,20260714
performance_and_help,12,11,540,1,20260714
performance_and_help,12,12,275,1,20260714
performance_and_help,12,13,68,0,20260714
performance_and_help,12,14,158,0,20260714
performance_and_help,12,15,10,1,20260714
performance_and_help,12,16,17,0,20260714
performance_and_help,12,17,307,1,20260714
performance_and_help,12,18,92,1,20260714
performance_and_help,12,19,559,0,20260714
performance_and_help,12,20,534,0,20260714
performance_and_help,12,21,102,0,20260714
performance_and_help,12,22,139,1,20260714
performance_and_help,12,23,151,1,20260714
performance_and_help,12,24,415,1,20260714
performance_and_help,12,25,169,1,20260714
performance_and_help,13,1,366,1,20260714
performance_and_help,13,2,291,0,20260714
performance_and_help,13,3,73,1,20260714
performance_and_help,13,4,425,1,20260714
performance_and_help,13,5,312,1,20260714
performance_and_help,13,6,397,0,20260714
performance_and_help,13,7,345,1,20260714
performance_and_help,13,8,584,1,20260714
performance_and_help,13,9,313,1,20260714
performance_and_help,13,10,31,0,20260714
performance_and_help,13,11,621,1,20260714
performance_and_help,13,12,277,0,20260714
performance_and_help,13,13,565,0,20260714
performance_and_help,13,14,674,1,20260714
performance_and_help,13,15,70,1,20260714
performance_and_help,13,16,251,0,20260714
performance_and_help,13,17,508,1,20260714
performance_and_help,13,18,620,0,20260714
performance_and_help,13,19,120,1,20260714
performance_and_help,13,20,117,1,20260714
performance_and_help,13,21,106,1,20260714
performance_and_help,13,22,561,1,20260714
performance_and_help,13,23,282,0,20260714
performance_and_help,13,24,615,0,20260714
performance_and_help,13,25,490,0,20260714
performance_and_help,14,1,372,0,20260714
performance_and_help,14,2,72,1,20260714
performance_and_help,14,3,80,1,20260714
performance_and_help,14,4,462,0,20260714
performance_and_help,14,5,38,0,20260714
performance_and_help,14,6,147,1,20260714
performance_and_help,14,7,556,1,20260714
performance_and_help,14,8,88,1,20260714
performance_and_help,14,9,309,0,20260714
performance_and_help,14,10,200,0,20260714
performance_and_help,14,11,588,1,20260714
performance_and_help,14,12,638,1,20260714
performance_and_help,14,13,181,0,20260714
performance_and_help,14,14,616,1,20260714
performance_and_help,14,15,346,0,20260714
performance_and_help,14,16,156,1,20260714
performance_and_help,14,17,294,0,20260714
performance_and_help,14,18,24,0,20260714
performance_and_help,14,19,51,0,20260714
performance_and_help,14,20,191,1,20260714
performance_and_help,14,21,479,0,20260714
performance_and_help,14,22,192,0,20260714
performance_and_help,14,23,54,1,20260714
performance_and_help,14,24,65,0,20260714
performance_and_help,14,25,101,0,20260714
